,DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
110,"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15.9,The River Thủ Thiêm,94.0,Đã bàn giao,169.15,2.0,2.0,,,,,,, Thành phố Thủ Đức
111,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.495,Saigon Riverside Complex Q7,67.0,Đã bàn giao,37.24,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,Bắc,Nam,, Quận 7
112,"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.5,Centum Wealth Complex,68.0,Đã bàn giao,36.76,2.0,2.0,,,,,,, Thành phố Thủ Đức
113,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.73,Vinhomes Grand Park,81.5,Đã bàn giao,33.5,3.0,2.0,,,,,,Căn góc, Thành phố Thủ Đức
114,"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",3.2,The Pegasuite,75.0,Đã bàn giao,42.67,2.0,2.0,,,Nội thất cao cấp,,,, Quận 8
115,"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.6,Saigon Riverside Complex Q7,54.0,Chưa bàn giao,29.63,1.0,1.0,,,,,,, Quận 7
116,"Đường Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.6,Cantavil An Phú - Cantavil Premier,80.0,Đã bàn giao,45.0,3.0,1.0,,,,,,, Thành phố Thủ Đức
117,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.19,Ricca,74.0,Đã bàn giao,29.59,2.0,2.0,,,,,,, Thành phố Thủ Đức
118,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.1,Richmond City,65.0,Đã bàn giao,32.31,2.0,2.0,,,,,,, Quận Bình Thạnh
119,"117, Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",1.69,Léman Luxury Apartments,45.0,Đã bàn giao,37.56,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 3
120,"Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.1,"Topaz City_Block A1, B1, B2",73.0,Đã bàn giao,28.77,2.0,2.0,,Đang chờ sổ,,Đông Bắc,,, Quận 8
121,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.18,Saigon Riverside Complex Q7,53.0,Đã bàn giao,22.26,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,Căn góc, Quận 7
122,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",5.2,The Everrich Infinity,75.0,Đã bàn giao,69.33,2.0,2.0,,,Hoàn thiện cơ bản,,,, Quận 5
123,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.5,Sunrise City,100.0,Đã bàn giao,45.0,2.0,,,Đã có sổ,Nội thất cao cấp,,,, Quận 7
124,"Phố 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.0,Tropic Garden,112.0,Chưa bàn giao,53.57,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
125,"Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh, Phường 16, Quận 8, Tp Hồ Chí Minh",2.55,Diamond Riverside (City Gate Towers 2),73.0,Đã bàn giao,34.93,2.0,2.0,8.0,Đang chờ sổ,Nội thất đầy đủ,Bắc,Nam,, Quận 8
126,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.55,LuxGarden,77.0,Đã bàn giao,33.12,2.0,2.0,,Đã có sổ,,,,, Quận 7
127,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.1,Topaz City,73.0,Đã bàn giao,28.77,2.0,2.0,,,Hoàn thiện cơ bản,,,, Quận 8
128,"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.8,Sadora Apartment,88.0,Đã bàn giao,77.27,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
129,"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.95,Saigon Riverside Complex Q7,55.0,Chưa bàn giao,35.45,1.0,1.0,12.0,,,Nam,Bắc,Căn góc, Quận 7
130,"Đường Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.55,Đạt Gia Residence Thủ Đức,60.0,Chưa bàn giao,25.83,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
131,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.6,Vinhomes Grand Park,69.0,Đã bàn giao,37.68,2.0,2.0,,,,,,, Thành phố Thủ Đức
132,"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",1.7,Diamond Riverside (City Gate Towers 2),1.0,Chưa bàn giao,1700.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 8
133,"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.8,Saigon Gateway,68.0,Đã bàn giao,26.47,2.0,2.0,,,,,,, Thành phố Thủ Đức
134,"Đường Xa Lộ Hà Nội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.9,Khu dân cư Gia Hòa,63.0,Đã bàn giao,46.03,3.0,2.0,14.0,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,, Thành phố Thủ Đức
135,"Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",5.1,Florita,103.0,Đã bàn giao,49.51,3.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,, Quận 7
136,"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.685,Topaz Elite,85.0,Đã bàn giao,31.59,3.0,2.0,10.0,Đang chờ sổ,Hoàn thiện cơ bản,,,Căn góc, Quận 8
137,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,Căn hộ D’Lusso,49.0,Đã bàn giao,55.1,1.0,1.0,7.0,Đã có sổ,Nội thất cao cấp,Tây Bắc,Đông Nam,, Thành phố Thủ Đức
138,"Khu đô thị Cityland Park Hills - Số 18, Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",2.9,Căn hộ Cityland Parkhill Gò Vấp,78.0,Chưa bàn giao,37.18,2.0,2.0,,,,,,, Quận Gò Vấp
139,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.15,Opal Riverside,65.0,Đã bàn giao,33.08,2.0,2.0,,,,,,, Thành phố Thủ Đức
140,"43, 43 Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",4.4,Chung cư 43 Hồ Văn Huê,110.0,Đã bàn giao,40.0,3.0,3.0,1.0,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,Đông Nam,, Quận Phú Nhuận
141,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.8,Akari City,80.0,Chưa bàn giao,47.5,2.0,2.0,,,,,,, Quận Bình Tân
142,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.7,Akari City,75.0,Chưa bàn giao,36.0,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận Bình Tân
143,"278 – 283, Bến Vân Đồn, Phường 2, Quận 4, Tp Hồ Chí Minh",2.3,Grand Riverside,78.5,Đã bàn giao,29.3,2.0,2.0,,Đã có sổ,,,,, Quận 4
144,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.49,Lexington Residence,50.0,Đã bàn giao,49.8,1.0,1.0,14.0,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,, Thành phố Thủ Đức
145,"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.45,Dream Home Riverside,57.0,Chưa bàn giao,25.44,2.0,2.0,8.0,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,Căn góc, Quận 8
146,"Số 1472, Số 1472 Số 1742 Đại Lộ Võ Văn Kiệt, Phường 3, Quận 6, Thành phố Hồ Chí Minh, Phường 3, Quận 6, Tp Hồ Chí Minh",1.86,Viva Riverside,1.0,Đã bàn giao,1860.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 6
147,"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh",1.52,The Flemington,118.0,Đã bàn giao,12.88,3.0,,8.0,Đã có sổ,Nội thất đầy đủ,,,, Quận 11
148,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.82,Vinhomes Central Park,85.0,Đã bàn giao,21.41,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận Bình Thạnh
149,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.8,Lavita Charm,68.0,Đã bàn giao,41.18,2.0,2.0,,,,,,, Thành phố Thủ Đức
150,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,Centana Thủ Thiêm,61.0,Đã bàn giao,44.26,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
151,"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,The Eastern,79.0,Đã bàn giao,26.58,2.0,,,Đã có sổ,,,,, Thành phố Thủ Đức
152,"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",1.72,The Golden Star,83.0,Đã bàn giao,20.72,3.0,,,,,,,, Quận 7
153,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.25,Vinhomes Grand Park,59.0,Đã bàn giao,38.14,2.0,,,,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
154,"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",4.2,Botanica Premier,69.0,Đã bàn giao,60.87,2.0,2.0,,,,,,, Quận Tân Bình
155,"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",2.3,Osimi Tower,53.0,Đã bàn giao,43.4,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,, Quận Gò Vấp
156,"Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh",1.78,Carina Plaza,99.0,Đã bàn giao,17.98,2.0,2.0,,Đã có sổ,,,,, Quận 8
157,"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",4.616,Central Premium,87.0,Đã bàn giao,53.06,3.0,2.0,20.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 8
158,"Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",1.33,An Gia Star,48.0,Chưa bàn giao,27.71,2.0,1.0,,,,,,, Quận Bình Tân
159,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",2.9,Carillon 1,60.0,Đã bàn giao,48.33,2.0,,,,,,,Căn góc, Quận Tân Bình
160,"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",56.175,City Garden,321.0,Đã bàn giao,175.0,3.0,,,,,,,, Quận Bình Thạnh
161,"Số 243, Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",2.1,Summer Square,62.0,Đã bàn giao,33.87,2.0,,,Đã có sổ,,,,, Quận 6
162,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.07,Saigon Riverside Complex Q7,53.0,Đã bàn giao,39.06,1.0,,,,,,,, Quận 7
163,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Vinhomes Grand Park,46.0,Đã bàn giao,36.96,1.0,1.0,10.0,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
164,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.45,Sài Gòn Intela,50.0,Đã bàn giao,29.0,2.0,2.0,15.0,,,,,, Huyện Bình Chánh
165,"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.38,Botanica Premier,27.0,Đã bàn giao,51.11,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Bình
166,"D1, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.35,Him Lam Riverside - Quận 7,78.0,Đã bàn giao,42.95,2.0,,,,,Đông,Tây,, Quận 7
167,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.3,LuxGarden,69.0,Đã bàn giao,33.33,2.0,2.0,,,,,,, Quận 7
168,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.2,Masteri Thảo Điền,49.0,Đã bàn giao,65.31,1.0,,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
169,"Số TA15, Đường Lê Văn Khương, Phường Thới An, Quận 12, TP Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh",3.079,Võ Đình Apartment,110.7,Đã bàn giao,27.81,2.0,2.0,1.0,Đã có sổ,Hoàn thiện cơ bản,Tây,Đông,Căn góc, Quận 12
170,"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",3.15,Central Plaza - 91 Phạm Văn Hai,54.0,Đã bàn giao,58.33,2.0,2.0,,,,,,, Quận Tân Bình
171,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.38,EHome 3,50.0,Đã bàn giao,27.6,1.0,1.0,,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,, Quận Bình Tân
172,"số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",3.9,152 Điện Biên Phủ,77.0,Chưa bàn giao,50.65,2.0,2.0,27.0,,,,,, Quận Bình Thạnh
173,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.8,Richmond City,52.0,Đã bàn giao,34.62,1.0,,,,,,,, Quận Bình Thạnh
174,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.05,Vinhomes Grand Park,64.6,Đã bàn giao,47.21,1.0,1.0,26.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
175,"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.55,Lotus Sen Hồng ( Violet Tower ),52.0,Chưa bàn giao,29.81,2.0,2.0,8.0,,,,,, Thành phố Thủ Đức
176,"Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",1.78,PiCity High Park,49.0,Đã bàn giao,36.33,2.0,1.0,,,,,,, Quận 12
177,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.45,Khu căn hộ Sacomreal-584,82.0,Đã bàn giao,29.88,2.0,2.0,,Đã có sổ,,,,, Quận Tân Phú
178,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",3.5,Kingdom 101,78.0,Chưa bàn giao,44.87,2.0,,,,,,,, Quận 10
179,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.25,Celadon City,85.0,Đã bàn giao,50.0,2.0,,,,,,,Căn góc, Quận Tân Phú
180,"436, Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.0,Hiệp Thành Building,86.0,Đã bàn giao,23.26,2.0,2.0,,,,Bắc,,Căn góc, Quận 12
181,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.7,Jamona City,60.0,Chưa bàn giao,28.33,2.0,1.0,,Đã có sổ,,,,, Quận 7
182,"37, Nguyễn Văn Hưởng, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.78,Hoàng Anh River View,72.0,Đã bàn giao,24.72,2.0,2.0,16.0,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
183,"Số 181, Số 181 Số 181 Đường Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Phường 12, Quận 10, Tp Hồ Chí Minh",1.4,Charmington La Pointe,55.0,Đã bàn giao,25.45,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 10
184,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",1.95,Võ Đình Apartment,90.0,Đã bàn giao,21.67,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,Đông,,, Quận 12
185,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",1.75,The Park Residence,60.0,Đã bàn giao,29.17,2.0,1.0,,Đang chờ sổ,Nội thất đầy đủ,Đông,Nam,, Huyện Nhà Bè
186,"96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",1.35,Vision Bình Tân,49.0,Chưa bàn giao,27.55,1.0,1.0,,,,,,, Quận Bình Tân
187,"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.95,Khu dân cư Greenlife - 13C,83.3,Đã bàn giao,23.41,2.0,2.0,12.0,,,,,, Huyện Bình Chánh
188,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",3.4,Green Town Bình Tân,68.0,Đã bàn giao,50.0,2.0,2.0,1.0,Đang chờ sổ,Nội thất cao cấp,Tây Nam,Tây Nam,, Quận Bình Tân
189,"2, Đường N4, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.0,Celadon City,63.0,Đã bàn giao,47.62,2.0,,,Đang chờ sổ,Nội thất cao cấp,,,, Quận Tân Phú
190,"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3.4977,Sky Garden 2,89.0,Đã bàn giao,39.3,3.0,,,,,,Tây,, Quận 7
191,"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.1,Florita,69.0,Đã bàn giao,44.93,2.0,2.0,,,,,,, Quận 7
192,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",1.83,Orchid Park,72.0,Đã bàn giao,25.42,2.0,2.0,,Đã có sổ,,,,, Huyện Nhà Bè
193,"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.36,Opal Garden,72.0,Đã bàn giao,18.89,2.0,2.0,8.0,Đã có sổ,Nội thất cao cấp,Đông Nam,,, Thành phố Thủ Đức
194,"334, Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",5.9,Kingdom 101,78.0,Đã bàn giao,75.64,2.0,,,Đang chờ sổ,Nội thất cao cấp,,,Căn góc, Quận 10
195,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",2.34,Dream Home Palace,79.83,Chưa bàn giao,29.31,3.0,2.0,,,,Đông Bắc,,, Quận 8
196,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.425,Akari City,56.0,Đã bàn giao,43.3,2.0,,,,,Nam,,, Quận Bình Tân
197,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",2.15,Conic Riverside,66.0,Đã bàn giao,32.58,2.0,1.0,6.0,,Nội thất cao cấp,Đông Nam,,, Quận 8
198,"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.15,The Pegasuite 2,52.0,Chưa bàn giao,22.12,2.0,,,,,,,, Quận 8
199,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",8.6,The Everrich Infinity,111.0,Đã bàn giao,77.48,3.0,2.0,,,,,,, Quận 5
200,"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.5,The Eastern,98.0,Đã bàn giao,25.51,3.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
201,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.835,EHome 3,64.0,Đã bàn giao,28.67,2.0,2.0,3.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Tân
202,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.76,Jamona City,60.0,Chưa bàn giao,29.33,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
203,"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.35,Centum Wealth Complex,54.0,Đã bàn giao,43.52,2.0,1.0,,,,,,, Thành phố Thủ Đức
204,"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.0,Chung cư Tây Thạnh,62.0,Đã bàn giao,32.26,2.0,1.0,3.0,Đã có sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,, Quận Tân Phú
205,"10, 10 Đường Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.2,Sadora Apartment,120.0,Đã bàn giao,76.67,3.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc, Thành phố Thủ Đức
206,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.42,Celadon City,71.0,Đã bàn giao,48.17,2.0,2.0,,,Nội thất đầy đủ,,,, Quận Tân Phú
207,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.9,Saigon Riverside Complex Q7,67.61,Đã bàn giao,42.89,2.0,2.0,32.0,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,Căn góc, Quận 7
208,"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",2.75,M-One Nam Sài Gòn,68.0,Đã bàn giao,40.44,2.0,2.0,,,,,,, Quận 7
209,"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.05,The Sun Avenue,76.0,Đã bàn giao,53.29,2.0,2.0,,,,,,, Thành phố Thủ Đức
210,"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.0,The River Thủ Thiêm,94.0,Đã bàn giao,148.94,2.0,2.0,,,,,,, Thành phố Thủ Đức
211,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",1.595,Sunrise City,77.0,Đã bàn giao,20.71,2.0,2.0,,Đã có sổ,,,,, Quận 7
212,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",4.35,Saigon South Residences,95.0,Đã bàn giao,45.79,3.0,2.0,,,,,,, Huyện Nhà Bè
213,"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",2.5,Diamond Riverside (City Gate Towers 2),92.0,Đã bàn giao,27.17,3.0,2.0,,,,,,Căn góc, Quận 8
214,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.8,Akari City,97.0,Đã bàn giao,39.18,3.0,2.0,,,Hoàn thiện cơ bản,,,Căn góc, Quận Bình Tân
215,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.1,Topaz City,74.0,Đã bàn giao,28.38,2.0,2.0,,Đang chờ sổ,,,,, Quận 8
216,"Ngã Tư Bình Phước, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.98,Sunview Town,57.0,Đã bàn giao,34.74,2.0,,,,,,,, Thành phố Thủ Đức
217,"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",3.2,The Gold View,50.0,Chưa bàn giao,64.0,1.0,1.0,,,,,,, Quận 4
218,"Lô 11B KĐT Nam Thành Phố, Lô 11B KĐT Nam Thành Phố Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",1.39,Happy City - Khu đô thị Hạnh Phúc,67.0,Chưa bàn giao,20.75,2.0,1.0,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Huyện Bình Chánh
219,"số 152, Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",4.2,152 Điện Biên Phủ,75.0,Đã bàn giao,56.0,2.0,2.0,25.0,,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,Căn góc, Quận Bình Thạnh
220,"Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh",2.22,Carina Plaza,99.0,Chưa bàn giao,22.42,2.0,2.0,,Đã có sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,, Quận 8
221,"7A, Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1.45,ResGreen Tower,68.0,Đã bàn giao,21.32,2.0,2.0,9.0,,Nội thất đầy đủ,,,, Quận Tân Phú
